aX,aY,aZ,gX,gY,gZ
0.742,-0.514,0.911,-36.926,26.428,-1.465
0.68,-0.541,0.906,-36.316,22.827,-4.517
0.541,-0.521,0.913,-35.706,20.325,-9.949
0.49,-0.501,0.942,-34.119,19.226,-15.381
0.493,-0.499,0.956,-30.823,19.348,-19.348
0.469,-0.491,0.959,-27.283,18.982,-22.095
0.386,-0.481,0.976,-24.414,14.954,-23.071
0.28,-0.447,1.007,-21.118,7.507,-22.278
0.196,-0.429,1.044,-17.334,-0.305,-20.935
0.117,-0.435,1.047,-12.878,-5.615,-19.531
0.07,-0.431,1.013,-9.216,-7.751,-17.334
0.036,-0.427,0.967,-5.798,-6.287,-14.282
0.016,-0.447,0.895,-3.357,-0.427,-11.353
0.079,-0.47,0.829,-2.014,10.742,-9.827
0.242,-0.457,0.811,-0.977,22.888,-8.606
0.34,-0.403,0.854,-0.671,26.855,-5.493
0.285,-0.369,0.857,-1.221,19.836,0.488
0.205,-0.408,0.872,-1.892,9.399,7.69
0.238,-0.432,0.913,-2.319,6.165,10.864
0.421,-0.417,0.944,-0.732,10.742,8.789
0.549,-0.365,0.956,0.916,11.902,7.08
0.547,-0.325,0.959,2.197,2.075,12.39
0.458,-0.31,0.956,3.906,-13.55,20.142
0.371,-0.302,0.918,6.287,-26.672,21.118
0.323,-0.264,0.9,8.362,-32.593,18.188
0.306,-0.227,0.876,10.559,-33.569,18.066
0.314,-0.244,0.828,13.184,-33.325,21.606
0.294,-0.267,0.787,14.465,-33.142,25.208
0.284,-0.251,0.745,13.123,-32.593,27.039
0.316,-0.228,0.713,10.742,-29.724,27.466
0.394,-0.195,0.676,7.751,-24.109,26.794
0.489,-0.119,0.715,3.418,-17.334,23.071
0.554,-0.073,0.782,0.244,-9.46,21.79
0.592,-0.093,0.805,-1.343,-5.676,27.222
0.565,-0.099,0.73,-4.7,-12.024,35.583
0.518,-0.107,0.676,-8.667,-23.193,39.063
0.535,-0.144,0.642,-12.573,-25.391,34.729
0.556,-0.161,0.65,-17.029,-16.296,29.663
0.566,-0.153,0.642,-21.057,-7.385,28.625
0.577,-0.162,0.648,-25.635,-3.357,29.785
0.577,-0.221,0.669,-29.968,-0.366,28.687
0.55,-0.272,0.707,-33.875,5.066,24.048
0.645,-0.271,0.793,-37.109,13.794,16.602
0.709,-0.29,0.822,-38.513,22.461,8.484
0.758,-0.368,0.845,-39.917,25.757,4.211
0.729,-0.424,0.919,-41.382,25.513,2.991
0.682,-0.435,0.955,-41.26,28.259,-2.197
0.676,-0.411,1.003,-37.903,32.41,-11.353
0.608,-0.37,1.06,-34.302,32.104,-18.677
0.537,-0.366,1.07,-30.762,27.344,-21.423
0.488,-0.417,1.051,-27.039,21.729,-23.621
0.379,-0.434,1.05,-24.048,15.503,-25.513
0.283,-0.364,1.079,-19.775,8.484,-26.794
0.221,-0.308,1.058,-14.709,5.676,-29.236
0.228,-0.324,1.005,-10.315,10.01,-31.921
0.253,-0.344,0.981,-6.409,15.991,-33.02
0.244,-0.323,0.999,-2.258,16.357,-29.419
0.16,-0.286,1.014,1.343,10.01,-22.4
0.072,-0.274,0.974,3.845,2.625,-16.418
0.038,-0.3,0.91,5.554,1.038,-14.038
0.09,-0.328,0.846,7.324,7.019,-14.038
0.192,-0.317,0.8,9.094,15.503,-12.939
0.287,-0.294,0.794,9.827,20.081,-8.606
0.345,-0.272,0.799,9.827,15.991,-2.808
0.359,-0.259,0.809,9.644,3.174,3.296
0.385,-0.233,0.825,8.911,-14.465,9.094
0.412,-0.216,0.859,7.935,-33.386,13.062
0.393,-0.187,0.938,7.446,-49.133,15.808
0.374,-0.14,1.027,8.24,-58.472,18.616
0.368,-0.103,1.077,11.108,-58.838,20.569
0.392,-0.096,1.089,15.259,-51.147,21.606
0.45,-0.105,1.058,19.775,-39.307,21.912
0.472,-0.114,0.982,22.339,-26.367,21.545
0.484,-0.109,0.899,22.766,-13.916,21.79
0.532,-0.091,0.833,21.973,-3.479,20.874
0.587,-0.101,0.778,20.813,0.549,20.447
0.591,-0.125,0.696,18.555,-5.859,22.888
0.499,-0.126,0.642,14.404,-18.921,26.428
0.475,-0.128,0.645,8.911,-26.245,24.963
0.526,-0.115,0.669,3.479,-21.301,19.348
0.557,-0.098,0.687,-0.916,-13.0,15.869
0.591,-0.123,0.711,-4.15,-8.423,15.625
0.593,-0.158,0.728,-8.972,-5.371,14.465
0.607,-0.197,0.753,-13.367,-0.793,9.583
0.618,-0.207,0.793,-17.151,6.226,3.418
0.635,-0.197,0.848,-19.775,14.709,-1.953
0.608,-0.207,0.872,-21.362,22.583,-6.653
0.555,-0.25,0.822,-22.644,27.527,-10.62
0.548,-0.321,0.814,-23.071,28.564,-11.902
0.552,-0.33,0.844,-23.193,28.442,-13.672
0.573,-0.364,0.843,-23.132,29.358,-19.043
0.537,-0.385,0.865,-24.109,29.907,-23.315
0.454,-0.419,0.933,-24.658,26.611,-23.743
0.399,-0.413,1.021,-22.522,19.47,-21.606
0.355,-0.381,1.095,-19.287,11.902,-23.193
0.327,-0.393,1.158,-15.564,4.639,-25.452
0.253,-0.378,1.205,-10.193,-3.845,-24.536
0.139,-0.366,1.213,-4.15,-13.733,-21.179
-0.005,-0.384,1.167,1.038,-18.982,-17.822
-0.088,-0.371,1.086,5.554,-15.381,-16.113
-0.063,-0.333,1.014,9.827,-4.822,-15.869
-0.011,-0.292,0.931,13.123,8.484,-15.503
0.079,-0.305,0.84,15.076,21.545,-13.306
0.203,-0.342,0.794,15.747,32.227,-9.888
0.375,-0.357,0.774,16.052,38.391,-7.69
0.537,-0.338,0.757,15.259,34.424,-7.263
0.609,-0.296,0.739,12.817,16.357,-3.967
0.566,-0.269,0.749,10.132,-11.536,2.93
0.426,-0.248,0.784,7.263,-40.649,9.094
0.306,-0.219,0.845,5.31,-60.852,11.292
0.26,-0.168,0.908,5.249,-68.176,11.047
0.25,-0.116,0.953,6.531,-64.758,12.146
0.26,-0.091,0.963,9.277,-55.359,15.198
0.29,-0.093,0.966,12.756,-43.884,18.494
0.375,-0.086,0.939,14.893,-33.081,20.508
0.459,-0.072,0.907,15.869,-23.376,21.24
0.503,-0.04,0.902,16.296,-14.526,21.912
0.518,-0.027,0.908,16.418,-7.446,22.949
0.531,-0.077,0.877,16.235,-2.991,25.391
0.473,-0.12,0.784,14.771,-2.197,29.236
0.416,-0.155,0.695,12.268,-3.845,31.006
0.421,-0.169,0.658,8.301,-1.465,28.87
0.494,-0.16,0.672,4.761,5.615,24.78
0.566,-0.144,0.668,1.587,9.338,23.193
0.596,-0.172,0.667,-2.563,6.042,24.475
0.624,-0.214,0.715,-7.812,0.977,23.682
0.659,-0.236,0.78,-12.512,-0.793,18.25
0.654,-0.231,0.829,-17.09,1.038,11.047
0.654,-0.234,0.873,-19.592,4.333,5.554
