aX,aY,aZ,gX,gY,gZ
0.95,0.187,0.487,19.47,5.066,52.612
0.637,0.18,0.347,18.616,-18.677,61.829
0.434,0.152,0.233,13.855,-30.64,69.458
0.343,0.193,0.14,5.798,-24.231,71.045
0.48,0.312,0.145,-4.028,-8.972,66.589
0.821,0.495,0.283,-10.62,2.869,61.89
1.435,0.824,0.832,-14.465,9.644,59.387
1.765,1.027,0.997,-12.817,21.301,62.622
1.744,0.504,0.633,5.493,6.409,55.42
1.298,0.479,0.44,5.92,-42.114,29.114
0.901,0.809,0.415,-15.137,-73.608,16.907
0.925,0.805,0.4,-13.245,-50.598,16.907
0.951,0.7,0.355,-9.827,-15.137,8.057
0.946,0.661,0.34,-13.245,2.136,-6.775
0.973,0.655,0.34,-15.015,2.563,-17.212
0.962,0.597,0.422,-13.672,0.366,-22.156
0.983,0.585,0.533,-11.841,3.54,-28.015
1.036,0.5,0.562,-9.155,11.536,-36.255
1.146,0.47,0.614,-5.554,16.846,-39.124
1.198,0.433,0.604,-2.747,13.367,-41.077
1.115,0.48,0.572,-0.305,4.639,-40.222
0.989,0.476,0.553,2.075,-0.305,-41.626
1.036,0.398,0.498,3.784,7.019,-45.41
1.135,0.351,0.428,4.089,20.569,-49.927
1.078,0.34,0.349,0.854,24.292,-56.763
0.93,0.297,0.312,-3.052,18.921,-61.096
0.812,0.219,0.273,-6.958,13.916,-63.66
0.711,0.135,0.247,-11.353,13.977,-64.697
0.661,0.067,0.211,-15.503,12.634,-64.514
0.699,0.091,0.275,-18.982,2.014,-63.782
0.642,0.103,0.422,-19.897,-11.902,-65.674
0.48,0.064,0.508,-19.531,-23.987,-64.941
0.386,0.016,0.579,-17.639,-27.527,-56.58
0.344,-0.006,0.659,-14.709,-21.79,-48.096
0.28,-0.053,0.702,-13.123,-14.526,-43.823
0.213,-0.068,0.731,-9.705,-9.888,-34.729
0.145,-0.102,0.753,-4.822,-8.911,-22.156
0.059,-0.149,0.77,-0.366,-8.484,-11.658
0.064,-0.152,0.818,3.906,-5.066,-1.953
0.181,-0.106,0.898,7.629,1.77,6.47
0.258,-0.058,0.937,11.536,10.986,13.611
0.35,-0.041,0.932,15.686,19.226,22.4
