aX,aY,aZ,gX,gY,gZ
0.344,0.846,0.339,1.343,1.343,-0.061
0.344,0.852,0.341,1.16,1.404,0.061
0.347,0.855,0.346,0.977,1.038,0.305
0.345,0.854,0.348,0.732,0.549,0.305
0.344,0.851,0.348,0.977,0.549,0.427
0.341,0.847,0.346,0.977,0.366,0.488
0.34,0.844,0.343,1.038,0.183,0.61
0.34,0.844,0.339,0.977,0.244,0.61
0.34,0.843,0.335,0.916,0.244,0.61
0.339,0.844,0.334,0.732,0.122,0.61
0.34,0.847,0.335,0.793,0.122,0.488
0.339,0.849,0.335,0.854,0.183,0.183
0.338,0.847,0.334,0.793,0.061,0.0
0.335,0.845,0.335,0.732,0.061,0.061
0.333,0.843,0.337,0.549,0.244,0.061
0.332,0.844,0.339,0.549,0.305,-0.061
0.33,0.844,0.339,0.549,0.427,-0.122
0.331,0.844,0.339,0.61,0.732,-0.183
0.332,0.845,0.34,0.61,1.038,0.0
0.332,0.845,0.339,0.793,1.099,0.122
0.331,0.843,0.337,0.854,1.221,0.122
0.331,0.842,0.335,0.854,1.221,0.122
0.329,0.845,0.33,0.916,1.221,0.305
0.329,0.848,0.328,0.793,1.404,0.427
0.331,0.85,0.329,0.854,1.404,0.488
0.332,0.852,0.334,0.671,1.343,0.488
0.332,0.851,0.338,0.366,1.099,0.427
0.328,0.85,0.341,0.244,1.282,0.427
0.325,0.845,0.34,0.244,1.099,0.244
0.324,0.844,0.338,0.244,1.282,0.427
0.32,0.842,0.337,0.061,1.526,0.488
0.319,0.846,0.336,0.183,1.77,0.61
0.322,0.847,0.332,-0.061,2.197,0.61
0.326,0.848,0.334,-0.122,2.563,0.793
0.328,0.844,0.337,0.061,2.625,1.221
0.327,0.84,0.339,-0.122,2.136,1.526
0.326,0.842,0.341,-0.366,1.77,1.892
0.324,0.843,0.344,-0.488,1.648,2.258
0.325,0.844,0.343,-0.549,1.465,2.625
0.326,0.846,0.341,-0.305,1.526,2.808
0.33,0.849,0.336,-0.183,1.77,3.235
0.331,0.852,0.335,0.0,1.953,3.479
0.334,0.851,0.339,0.183,2.075,3.784
0.335,0.847,0.342,-0.061,2.075,3.967
0.334,0.847,0.348,-0.122,2.014,4.333
0.334,0.848,0.351,-0.061,2.136,4.333
0.335,0.853,0.349,-0.061,2.563,4.395
0.339,0.859,0.344,0.0,3.113,4.333
0.343,0.866,0.341,0.183,3.601,4.272
0.346,0.863,0.337,0.122,3.967,4.211
0.349,0.859,0.34,0.244,3.967,4.211
0.348,0.853,0.343,0.122,4.089,3.967
0.349,0.85,0.344,0.0,3.967,3.601
0.349,0.852,0.346,-0.122,3.906,3.357
0.35,0.852,0.346,-0.305,3.784,3.113
0.352,0.852,0.343,-0.366,3.723,2.747
0.352,0.853,0.342,-0.427,3.723,2.319
0.352,0.853,0.341,-0.427,3.418,1.77
0.349,0.853,0.342,-0.61,3.357,1.526
0.349,0.853,0.343,-1.038,2.991,1.465
0.351,0.852,0.348,-1.282,2.808,1.16
0.353,0.849,0.354,-1.465,2.441,0.977
0.353,0.849,0.358,-1.404,2.258,1.038
0.351,0.849,0.361,-1.404,1.953,0.854
0.349,0.848,0.361,-1.587,1.587,0.671
0.346,0.845,0.36,-1.404,1.16,0.549
0.345,0.844,0.358,-1.648,1.16,0.549
0.346,0.844,0.355,-1.709,0.977,0.427
0.346,0.843,0.354,-1.587,0.793,0.366
0.347,0.844,0.355,-1.221,0.366,0.305
0.345,0.848,0.356,-1.221,0.122,0.183
0.342,0.849,0.357,-1.099,0.061,0.183
0.339,0.849,0.357,-0.732,-0.061,0.0
0.34,0.852,0.357,-0.732,0.122,-0.122
0.34,0.854,0.358,-0.366,0.427,-0.183
0.342,0.855,0.357,-0.244,0.671,-0.366
0.343,0.855,0.355,0.244,0.916,-0.427
0.344,0.854,0.354,0.427,1.099,-0.488
0.343,0.855,0.351,0.366,1.404,-0.366
0.344,0.855,0.349,0.488,1.282,-0.488
0.344,0.856,0.348,0.916,1.221,-0.549
0.345,0.858,0.347,0.854,1.16,-0.427
0.346,0.858,0.344,0.793,0.854,-0.488
0.345,0.856,0.343,0.732,0.671,-0.549
0.346,0.854,0.341,0.549,0.427,-0.305
0.345,0.853,0.34,0.488,0.122,-0.244
0.345,0.851,0.342,0.305,-0.183,-0.183
0.343,0.852,0.342,0.366,-0.366,-0.061
0.341,0.852,0.343,0.305,-0.549,-0.122
0.339,0.856,0.343,0.244,-0.671,-0.305
0.337,0.856,0.338,0.305,-0.793,-0.366
0.337,0.856,0.335,0.366,-0.61,-0.549
0.336,0.854,0.333,0.427,-0.488,-0.793
0.333,0.853,0.333,0.488,-0.488,-0.793
0.331,0.854,0.335,0.671,-0.366,-0.977
0.331,0.855,0.335,0.732,-0.244,-1.16
0.331,0.855,0.334,0.671,-0.061,-1.221
0.33,0.856,0.337,0.854,0.183,-1.221
0.33,0.859,0.338,1.038,0.305,-1.221
0.332,0.863,0.338,0.854,0.793,-1.221
0.331,0.863,0.334,0.977,1.16,-1.038
0.33,0.86,0.333,1.221,1.221,-0.916
0.329,0.858,0.333,1.343,1.404,-0.793
0.329,0.857,0.332,1.221,1.831,-0.671
0.33,0.855,0.33,1.343,1.892,-0.61
0.331,0.854,0.33,1.099,1.587,-0.488
0.33,0.853,0.331,1.16,1.587,-0.61
0.328,0.852,0.333,1.038,1.221,-0.854
0.327,0.85,0.332,0.671,1.038,-0.977
0.327,0.847,0.333,0.916,1.099,-1.038
0.325,0.844,0.332,0.793,0.977,-1.038
0.323,0.843,0.332,0.671,0.977,-1.038
0.32,0.841,0.33,0.854,0.854,-1.038
0.318,0.839,0.328,0.916,0.977,-0.916
0.318,0.84,0.328,0.793,1.343,-0.793
0.316,0.842,0.33,1.16,1.526,-0.549
0.315,0.845,0.333,1.343,2.136,-0.427
0.317,0.848,0.334,1.526,2.686,-0.244
0.32,0.851,0.334,1.831,3.113,0.183
0.322,0.851,0.333,1.831,3.418,0.61
0.324,0.851,0.332,2.014,3.723,0.977
0.327,0.852,0.331,2.136,3.906,1.221
0.329,0.855,0.332,2.258,4.211,1.465
0.332,0.857,0.332,2.075,4.211,1.587
0.336,0.859,0.337,2.014,4.028,1.587
0.338,0.857,0.336,1.831,3.906,1.709
0.34,0.857,0.337,1.77,3.967,1.709
0.341,0.855,0.336,1.831,3.967,1.77
0.344,0.852,0.335,1.465,3.784,1.587
0.346,0.85,0.335,1.343,3.418,1.526
0.345,0.848,0.335,1.038,3.113,1.465
0.345,0.849,0.336,0.488,2.441,1.221
0.344,0.848,0.336,0.366,2.197,0.977
0.344,0.847,0.336,0.061,1.831,0.854
0.344,0.846,0.338,0.122,1.648,0.732
0.343,0.845,0.338,0.183,1.343,0.671
0.341,0.846,0.337,0.0,1.038,0.671
0.338,0.848,0.336,-0.305,0.916,0.366
0.337,0.847,0.335,0.0,1.221,0.183
0.339,0.845,0.336,0.305,1.404,0.305
0.341,0.846,0.339,0.183,1.77,0.366
0.341,0.848,0.342,0.183,2.258,0.366
0.341,0.847,0.345,0.0,2.258,0.427
0.342,0.847,0.345,0.305,2.502,0.732
0.343,0.847,0.341,0.549,3.052,1.099
0.346,0.848,0.338,0.366,3.113,1.221
0.351,0.85,0.339,0.061,3.052,1.465
0.355,0.851,0.341,0.122,2.93,1.709
0.355,0.851,0.341,-0.366,2.38,1.709
0.348,0.85,0.338,-0.427,1.831,1.648
0.339,0.852,0.335,-0.61,1.526,1.709
0.334,0.856,0.335,-0.793,1.404,1.587
0.339,0.858,0.337,-0.427,1.77,1.648
0.35,0.858,0.341,-0.061,2.136,1.343
0.354,0.856,0.344,0.183,1.831,1.038
0.358,0.857,0.348,0.122,1.587,0.793
0.352,0.857,0.349,0.305,1.221,0.427
0.344,0.86,0.352,0.732,1.099,0.305
0.344,0.861,0.351,1.16,1.526,-0.061
0.348,0.858,0.353,1.77,2.319,-0.305
0.346,0.858,0.355,1.892,2.563,-0.61
0.342,0.859,0.354,2.319,3.113,-0.854
0.339,0.854,0.353,2.563,3.845,-0.977
0.337,0.852,0.35,2.808,4.578,-0.916
0.337,0.853,0.345,3.052,5.371,-0.854
0.338,0.852,0.341,2.991,5.798,-0.793
0.344,0.851,0.337,2.747,5.981,-0.61
0.351,0.847,0.334,2.869,5.859,-0.549
0.353,0.845,0.332,2.502,5.249,-0.427
0.354,0.846,0.331,2.136,4.333,-0.122
0.352,0.843,0.333,1.709,3.479,0.061
0.349,0.843,0.338,1.16,2.502,0.0
0.347,0.845,0.343,0.916,1.526,0.183
0.343,0.849,0.344,0.854,0.916,0.244
0.339,0.851,0.343,0.916,0.549,0.366
0.336,0.851,0.339,0.977,0.488,0.366
0.333,0.85,0.334,0.916,0.549,0.305
0.333,0.852,0.329,0.793,0.671,0.244
0.333,0.852,0.329,0.671,1.16,0.061
0.334,0.851,0.331,0.732,1.465,0.122
0.335,0.849,0.335,0.793,1.648,0.061
0.337,0.848,0.337,0.671,1.892,-0.061
0.34,0.854,0.34,0.61,1.953,-0.366
0.34,0.855,0.339,0.427,1.648,-0.366
0.337,0.856,0.338,0.305,1.587,-0.427
0.336,0.857,0.336,0.549,1.465,-0.366
0.337,0.857,0.335,0.305,1.282,-0.366
0.335,0.857,0.335,0.183,1.343,-0.305
0.336,0.856,0.336,0.366,1.16,-0.305
0.336,0.856,0.337,0.183,0.854,-0.061
0.338,0.854,0.338,0.061,0.854,0.122
0.337,0.853,0.339,0.122,0.549,0.244
0.337,0.852,0.34,0.061,0.244,0.305
0.337,0.851,0.338,-0.061,0.061,0.427
0.336,0.848,0.337,-0.122,0.122,0.549
0.336,0.848,0.337,-0.427,-0.061,0.549
0.334,0.848,0.338,-0.427,-0.122,0.488
0.333,0.848,0.339,-0.61,-0.061,0.488
0.332,0.85,0.341,-0.488,-0.061,0.427
0.331,0.851,0.341,-0.549,-0.183,0.183
0.33,0.852,0.341,-0.549,-0.183,0.244
0.329,0.855,0.342,-0.244,-0.122,0.244
0.33,0.855,0.341,-0.061,0.122,0.061
0.331,0.855,0.34,0.061,0.305,0.244
0.332,0.856,0.339,0.183,0.427,0.366
0.333,0.855,0.34,0.122,0.549,0.549
0.334,0.854,0.341,0.488,0.549,0.854
0.336,0.857,0.342,0.427,0.671,0.793
0.338,0.857,0.342,0.671,0.732,0.793
0.338,0.857,0.342,0.671,0.671,0.793
0.338,0.857,0.341,0.671,0.793,1.038
0.339,0.857,0.341,0.732,0.854,1.038
0.34,0.856,0.341,0.61,0.61,0.977
0.339,0.855,0.341,0.671,0.488,0.977
0.339,0.853,0.343,0.61,0.366,0.916
0.339,0.853,0.342,0.549,0.305,0.854
0.339,0.854,0.342,0.549,0.183,0.854
0.339,0.857,0.342,0.427,0.061,0.793
0.337,0.858,0.342,0.549,-0.061,0.732
0.336,0.857,0.339,0.793,0.0,0.732
0.337,0.856,0.337,0.916,0.122,0.793
0.337,0.854,0.337,0.854,0.122,0.916
0.338,0.853,0.34,0.854,0.0,0.977
0.339,0.853,0.343,0.854,-0.061,1.16
