aX,aY,aZ,gX,gY,gZ
0.135,-0.089,0.911,-11.963,-5.615,3.967
0.088,-0.126,0.895,-11.841,-8.24,7.019
-0.039,-0.149,0.872,-12.39,-10.864,12.329
-0.131,-0.159,0.863,-12.573,-11.23,18.25
-0.149,-0.165,0.885,-12.451,-8.24,23.743
-0.104,-0.145,0.893,-13.184,-2.625,28.625
0.004,-0.119,0.897,-14.954,4.639,33.325
0.168,-0.022,0.933,-16.907,9.888,37.781
0.371,0.05,0.977,-17.822,9.033,42.236
0.363,0.055,0.969,-18.433,1.16,46.57
0.491,0.015,1.105,-18.616,-12.939,51.758
0.676,0.029,1.145,-18.066,-21.79,50.171
0.486,0.173,1.061,-19.836,-26.978,42.48
0.332,0.05,1.059,-19.592,-34.18,40.955
0.258,0.009,1.085,-18.066,-35.706,39.429
0.409,0.118,1.108,-16.663,-26.917,31.86
0.62,0.124,1.15,-12.756,-15.991,24.658
0.806,0.156,1.177,-10.681,-12.695,19.714
0.906,0.221,1.219,-9.949,-16.357,14.038
0.981,0.226,1.268,-6.897,-23.01,5.554
0.988,0.229,1.294,-2.747,-30.64,-3.54
0.898,0.215,1.287,1.404,-36.133,-13.428
0.734,0.169,1.251,5.066,-36.072,-22.522
0.567,0.097,1.183,8.728,-32.166,-30.334
0.435,0.101,1.113,12.085,-23.499,-36.377
0.457,0.025,1.071,16.541,-9.46,-41.687
0.484,-0.303,1.001,20.813,1.404,-40.1
0.581,0.301,1.001,21.24,0.0,-22.339
0.545,0.22,0.94,19.958,-1.526,-36.804
0.597,0.202,0.957,21.606,-2.991,-51.575
0.653,0.179,0.98,23.01,-7.996,-68.665
0.571,0.022,0.984,26.184,-14.282,-80.2
-0.015,-1.449,0.747,32.166,-22.827,-66.467
-0.656,0.336,0.594,30.029,-36.804,27.344
-1.01,0.704,0.492,3.967,-24.902,-12.939
-0.301,-0.25,0.659,6.775,32.043,-92.712
0.147,-0.116,0.715,9.705,81.238,-82.031
0.357,0.085,0.701,2.502,69.946,-64.392
0.566,-0.03,0.773,3.906,49.011,-48.889
0.667,-0.047,0.843,3.174,23.56,-47.058
0.558,0.028,0.856,-0.61,-10.071,-46.326
0.21,-0.005,0.899,-3.479,-39.856,-40.527
-0.215,-0.109,0.909,-4.822,-49.622,-37.537
-0.433,-0.16,0.918,-5.127,-39.246,-31.799
-0.363,-0.13,0.906,-5.127,-14.16,-25.818
-0.256,-0.089,0.912,-7.08,15.259,-23.682
-0.128,-0.095,0.887,-7.629,33.752,-17.334
-0.037,-0.15,0.866,-8.484,36.072,-8.301
0.124,-0.135,0.869,-10.925,30.945,-3.113
0.382,-0.076,0.856,-13.184,21.118,-2.93
0.471,-0.031,0.816,-15.93,5.859,-3.54
0.422,-0.042,0.798,-19.836,-13.733,-1.038
0.28,-0.066,0.785,-23.315,-28.687,2.502
0.209,-0.059,0.796,-26.367,-34.302,2.686
0.18,-0.037,0.826,-28.32,-32.898,1.16
0.135,-0.029,0.875,-29.419,-31.128,0.671
-0.05,-0.055,0.869,-29.419,-30.334,2.563
-0.142,-0.098,0.89,-28.564,-29.053,6.958
-0.076,-0.111,0.901,-27.039,-25.391,12.207
0.029,-0.087,0.946,-28.381,-23.621,16.785
0.136,-0.053,1.011,-28.625,-25.574,23.682
0.184,0.044,1.044,-27.344,-29.907,30.762
0.217,0.07,1.094,-26.306,-32.349,36.56
0.315,0.044,1.197,-24.536,-32.043,40.161
0.406,0.121,1.231,-21.851,-27.1,41.199
0.371,0.17,1.139,-17.639,-22.156,37.476
0.303,0.06,1.088,-14.221,-24.78,32.898
0.405,0.022,1.099,-12.085,-27.466,31.372
0.499,0.103,1.073,-10.254,-26.55,25.574
0.587,0.097,1.1,-9.033,-26.978,20.691
0.565,0.044,1.125,-6.958,-28.564,16.541
0.584,0.089,1.161,-6.47,-28.564,8.606
0.62,0.115,1.197,-4.089,-26.367,-0.183
0.655,0.105,1.23,0.244,-25.146,-7.812
0.674,0.069,1.248,4.211,-24.78,-14.893
0.626,0.037,1.237,7.446,-26.001,-22.766
0.495,-0.01,1.21,9.827,-28.198,-29.358
0.391,-0.041,1.172,12.512,-27.039,-33.325
0.281,-0.016,1.121,14.526,-18.921,-37.17
0.246,-0.025,1.054,16.235,-7.141,-39.856
0.254,-0.225,0.977,18.127,3.174,-37.415
0.246,0.045,0.937,18.86,6.958,-20.081
0.335,0.277,0.904,15.808,7.812,-17.456
0.434,0.266,0.92,18.066,11.597,-36.377
0.574,0.304,0.983,19.47,11.597,-55.115
