aX,aY,aZ,gX,gY,gZ
0.89,-0.722,0.548,-34.912,15.808,22.339
0.917,-0.71,0.604,-28.992,25.085,17.639
0.959,-0.709,0.592,-22.278,24.841,13.184
0.963,-0.716,0.542,-16.113,15.93,9.277
0.917,-0.712,0.484,-13.0,2.563,4.761
0.907,-0.724,0.415,-11.536,-9.094,-0.549
0.895,-0.74,0.368,-11.658,-18.005,-5.432
0.896,-0.76,0.35,-12.817,-23.132,-10.498
0.876,-0.79,0.349,-13.916,-25.635,-15.442
0.831,-0.829,0.365,-15.259,-26.917,-20.386
0.803,-0.841,0.444,-16.418,-27.527,-25.269
0.732,-0.851,0.549,-16.846,-29.236,-30.273
0.662,-0.86,0.611,-15.015,-32.776,-33.325
0.505,-0.799,0.684,-12.085,-35.828,-34.18
0.406,-0.766,0.748,-8.972,-33.813,-34.546
0.478,-0.848,0.657,-2.686,-25.879,-35.461
0.359,-0.856,0.645,2.808,-20.996,-36.194
0.352,-0.821,0.601,5.249,-17.395,-33.936
0.375,-0.847,0.528,8.301,-9.155,-34.058
0.114,-0.768,0.584,9.033,-3.357,-30.945
0.077,-0.73,0.586,9.766,-0.488,-22.339
0.264,-0.771,0.521,14.587,11.719,-19.47
0.249,-0.77,0.505,19.104,22.766,-18.311
0.228,-0.698,0.514,20.386,24.475,-9.155
0.286,-0.66,0.477,23.743,23.01,-2.869
0.319,-0.725,0.455,27.405,22.4,0.183
0.315,-0.756,0.37,29.297,20.996,4.028
0.353,-0.725,0.255,30.579,20.691,8.301
0.419,-0.67,0.155,31.677,18.188,13.062
0.507,-0.655,0.093,31.067,12.268,17.456
0.627,-0.665,0.015,28.87,7.263,20.325
0.799,-0.631,-0.083,24.963,6.287,20.63
0.963,-0.547,-0.084,20.02,8.85,17.517
0.875,-0.491,0.124,16.296,9.705,12.817
0.719,-0.559,0.043,13.062,12.146,15.564
0.739,-0.587,-0.069,10.742,23.865,19.165
0.866,-0.532,-0.104,6.775,46.082,16.296
0.925,-0.578,-0.181,3.54,64.941,13.794
0.933,-0.637,-0.233,0.366,69.702,14.465
0.873,-0.666,-0.226,-4.15,65.308,14.282
0.89,-0.677,-0.157,-8.179,57.068,14.832
0.964,-0.69,-0.055,-10.742,46.021,13.733
0.982,-0.702,0.033,-11.841,29.419,12.207
0.975,-0.703,0.084,-11.597,6.287,13.245
0.906,-0.674,0.135,-12.329,-16.602,13.123
0.854,-0.662,0.177,-13.245,-33.325,10.742
0.838,-0.649,0.212,-14.099,-44.434,8.057
0.807,-0.639,0.212,-15.015,-51.208,6.592
0.739,-0.665,0.203,-16.602,-51.025,5.554
0.687,-0.685,0.221,-18.921,-41.626,3.235
0.636,-0.688,0.267,-20.508,-24.963,0.366
0.626,-0.693,0.317,-20.386,-5.432,-0.488
0.711,-0.67,0.337,-18.921,10.742,1.099
0.87,-0.673,0.337,-15.381,17.578,2.502
0.987,-0.721,0.335,-12.634,12.451,3.418
1.03,-0.702,0.338,-13.977,-1.343,2.441
1.063,-0.692,0.355,-16.113,-19.165,-0.427
0.995,-0.704,0.382,-18.188,-37.598,-3.174
0.808,-0.719,0.4,-19.531,-52.063,-7.385
0.74,-0.777,0.324,-18.555,-57.739,-12.146
0.659,-0.764,0.306,-19.287,-52.673,-18.066
0.621,-0.774,0.367,-21.179,-41.382,-24.231
0.701,-0.8,0.469,-21.606,-29.907,-29.175
0.694,-0.815,0.516,-20.264,-25.574,-32.043
0.531,-0.785,0.638,-19.104,-30.945,-32.227
0.472,-0.782,0.754,-16.235,-38.025,-31.25
0.669,-0.833,0.764,-10.01,-42.725,-32.593
0.444,-0.868,0.772,-2.563,-54.688,-31.738
0.201,-0.734,0.765,-2.563,-64.88,-25.391
0.196,-0.771,0.655,2.197,-50.659,-24.78
0.06,-0.703,0.706,5.493,-28.076,-25.635
-0.144,-0.636,0.708,7.935,-5.737,-16.296
-0.086,-0.619,0.679,15.32,22.583,-9.216
0.074,-0.654,0.631,22.766,53.528,-6.897
0.219,-0.678,0.563,29.114,72.876,-3.235
0.318,-0.717,0.482,34.79,76.355,1.831
0.482,-0.757,0.413,39.978,68.054,8.362
0.611,-0.775,0.382,43.823,50.11,13.306
0.696,-0.755,0.382,45.227,23.254,17.273
0.704,-0.761,0.355,45.532,-4.883,21.118
0.555,-0.741,0.312,44.617,-25.818,23.315
0.437,-0.706,0.264,43.64,-34.607,23.071
0.368,-0.718,0.216,43.457,-28.137,21.057
0.353,-0.722,0.059,41.138,-6.287,18.555
0.614,-0.622,-0.12,38.147,25.146,16.663
0.706,-0.437,0.173,36.011,56.458,13.306
0.761,-0.526,0.089,35.645,79.895,12.634
0.775,-0.61,0.006,36.621,99.121,14.343
0.743,-0.571,-0.088,31.555,120.911,10.254
0.765,-0.635,-0.243,28.259,139.343,8.911
0.844,-0.697,-0.335,24.048,141.724,12.817
